Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb)
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 06:00:00,88,43,30,44,454.8,24.7,76.5,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 05:00:00,52,18,13,17,446.3,24.5,76.2,96.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 04:00:00,30,10,7,11,436.8,24.6,76.2,96.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 03:00:00,20,7,5,7,443.3,24.6,76.3,96.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 02:00:00,7,3,2,5,436.3,24.5,76.1,96.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 01:00:00,5,2,1,6,428.0,24.5,76.2,96.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-05 00:00:00,4,1,1,4,426.8,24.5,76.0,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 23:00:00,4,1,1,6,421.3,24.5,76.0,96.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 22:00:00,0,0,0,1,419.3,24.2,75.6,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 21:00:00,4,1,1,2,418.0,24.5,76.2,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 20:00:00,58,22,15,26,417.0,25.8,78.5,92.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 19:00:00,59,23,16,31,414.9,25.6,78.1,93.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 18:00:00,16,5,4,6,422.2,24.7,76.5,97.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 17:00:00,55,20,14,22,413.2,26.4,79.5,91.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 16:00:00,20,7,5,8,414.7,25.7,78.3,96.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 15:00:00,38,13,9,14,408.0,26.4,79.6,97.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 14:00:00,8,3,2,4,411.3,26.6,79.8,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 13:00:00,4,2,1,1,406.4,27.1,80.8,91.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 12:00:00,5,2,1,1,411.5,27.2,81.0,90.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 11:00:00,7,2,2,2,414.6,27.1,80.8,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 10:00:00,12,4,3,4,423.9,26.5,79.7,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 09:00:00,7,3,2,4,425.6,25.9,78.7,94.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 08:00:00,22,8,5,8,434.3,24.6,76.3,97.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 07:00:00,48,17,12,19,448.0,24.2,75.5,99.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 06:00:00,38,13,9,14,452.8,23.9,75.0,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 05:00:00,21,7,5,8,439.0,23.7,74.7,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 04:00:00,12,4,3,5,438.3,23.4,74.2,99.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 03:00:00,24,8,6,10,439.8,23.5,74.3,99.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 02:00:00,3,1,1,2,436.5,23.7,74.6,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 01:00:00,4,1,1,2,433.0,23.9,75.1,100.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-04 00:00:00,5,2,1,2,430.3,23.8,74.9,99.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 23:00:00,4,1,1,2,427.8,23.9,75.0,99.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 22:00:00,2,1,1,1,421.3,23.8,74.8,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 21:00:00,2,1,1,1,421.8,23.9,75.1,99.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 20:00:00,8,3,2,2,417.5,24.3,75.7,99.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 19:00:00,21,7,5,9,416.5,24.5,76.1,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 18:00:00,14,5,3,6,414.3,24.5,76.1,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 17:00:00,19,7,5,8,410.8,24.6,76.3,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 16:00:00,18,6,4,9,410.1,24.6,76.3,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 13:00:00,15,5,4,8,409.6,24.9,76.8,99.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 12:00:00,29,10,7,18,409.9,24.9,76.9,97.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 11:00:00,19,6,5,13,409.5,25.4,77.6,95.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 10:00:00,22,8,5,16,408.8,25.5,77.8,95.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 09:00:00,26,9,6,17,409.1,25.6,78.0,96.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 08:00:00,36,12,9,22,413.4,25.2,77.4,99.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 07:00:00,60,24,17,23,427.3,24.7,76.5,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 06:00:00,60,24,17,25,435.8,24.2,75.5,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 05:00:00,60,24,17,20,430.0,24.6,76.2,100.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 04:00:00,33,11,8,14,420.0,24.4,76.0,100.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 03:00:00,25,9,6,11,419.3,24.2,75.6,100.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 02:00:00,23,8,6,16,413.0,24.0,75.2,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 01:00:00,21,7,5,14,414.0,23.6,74.5,100.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-03 00:00:00,7,3,2,4,416.8,23.1,73.5,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 23:00:00,1,0,0,2,418.6,23.2,73.8,100.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 22:00:00,2,1,1,3,422.5,23.6,74.5,99.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 21:00:00,2,1,1,1,419.8,24.2,75.6,97.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 20:00:00,20,7,5,6,415.1,24.8,76.7,98.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 19:00:00,42,15,10,16,412.8,24.9,76.8,98.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 18:00:00,73,33,23,31,415.1,25.1,77.2,98.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 17:00:00,76,35,24,34,415.4,25.2,77.4,97.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 16:00:00,52,18,12,16,414.1,25.0,77.1,97.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 15:00:00,58,22,16,21,416.1,25.2,77.4,98.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 14:00:00,30,10,7,11,416.3,25.5,77.9,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 13:00:00,33,11,8,15,409.7,26.2,79.2,93.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 12:00:00,57,21,15,19,408.9,26.8,80.3,90.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 11:00:00,40,14,10,15,405.9,27.1,80.7,89.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 10:00:00,38,13,9,14,409.7,26.5,79.6,90.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 09:00:00,81,38,27,37,411.5,26.3,79.4,91.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 08:00:00,153,79,58,83,423.4,25.5,77.8,94.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 07:00:00,24,8,6,8,426.8,25.3,77.5,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 06:00:00,39,14,10,14,428.3,25.2,77.3,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 05:00:00,53,19,13,21,431.8,25.2,77.4,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 04:00:00,54,20,14,18,432.3,25.3,77.5,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 03:00:00,50,17,12,20,428.0,25.4,77.6,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 02:00:00,29,10,7,11,431.0,25.3,77.6,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 01:00:00,27,9,7,9,433.3,25.4,77.8,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-02 00:00:00,32,11,8,12,432.3,25.7,78.3,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 23:00:00,51,18,12,21,440.3,26.1,78.9,93.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 22:00:00,52,18,13,20,443.6,26.2,79.1,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 21:00:00,67,28,20,29,447.8,26.4,79.5,94.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 20:00:00,74,33,23,36,435.1,26.6,79.9,93.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 19:00:00,71,31,22,33,428.0,26.8,80.2,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 18:00:00,48,17,12,17,420.2,26.9,80.4,91.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 17:00:00,36,13,9,13,412.6,27.1,80.7,91.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 16:00:00,32,11,8,11,410.1,27.1,80.7,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 15:00:00,24,8,6,14,411.5,26.9,80.4,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 14:00:00,21,7,5,10,407.4,27.9,82.2,87.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 13:00:00,18,6,4,8,410.9,28.1,82.6,87.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 12:00:00,22,8,5,8,413.9,27.3,81.1,88.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 11:00:00,40,14,10,15,419.2,26.9,80.4,91.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 10:00:00,66,27,19,29,429.9,27.1,80.7,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 09:00:00,17,6,4,6,421.3,27.1,80.8,87.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 08:00:00,72,31,22,39,422.5,26.7,80.0,90.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 07:00:00,25,9,6,12,448.8,25.2,77.4,95.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 06:00:00,61,24,17,26,434.7,26.4,79.4,89.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 05:00:00,59,23,16,26,453.0,25.2,77.4,95.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 04:00:00,60,24,17,29,443.8,25.4,77.6,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 03:00:00,17,6,4,7,440.0,25.5,78.0,95.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 02:00:00,10,4,3,5,436.5,25.4,77.8,95.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 01:00:00,4,1,1,3,429.0,25.2,77.4,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-09-01 00:00:00,3,1,1,2,421.8,24.8,76.7,96.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 23:00:00,5,2,1,3,421.0,25.0,77.0,96.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 22:00:00,5,2,1,2,418.0,25.3,77.6,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 21:00:00,6,2,1,3,422.6,25.8,78.4,94.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 20:00:00,30,10,7,11,430.8,26.7,80.1,94.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 19:00:00,48,17,12,16,427.0,27.0,80.7,93.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 18:00:00,37,13,9,13,421.8,27.1,80.8,90.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 17:00:00,20,7,5,7,416.9,27.6,81.6,87.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 16:00:00,20,7,5,7,415.3,27.5,81.5,88.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 15:00:00,23,8,6,14,416.6,27.5,81.4,89.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 14:00:00,20,7,5,8,418.6,27.1,80.7,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 13:00:00,21,7,5,11,421.3,27.9,82.2,86.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 12:00:00,16,5,4,7,418.5,29.1,84.4,79.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 11:00:00,5,2,1,2,415.4,29.0,84.2,76.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 10:00:00,5,2,1,3,419.7,28.7,83.6,77.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 09:00:00,7,3,2,5,426.4,28.0,82.4,81.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 08:00:00,14,5,3,6,437.3,26.7,80.1,88.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 07:00:00,81,38,26,46,472.0,25.0,76.9,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 06:00:00,35,12,9,13,448.5,24.0,75.2,97.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 05:00:00,30,10,7,9,435.6,24.1,75.4,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 04:00:00,14,5,4,4,430.0,24.3,75.7,96.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 03:00:00,6,2,2,3,431.5,24.3,75.7,96.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 02:00:00,17,6,4,7,433.0,24.2,75.5,97.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 01:00:00,11,4,3,6,435.8,24.1,75.4,97.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-31 00:00:00,10,4,3,4,424.8,24.4,75.9,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 23:00:00,14,5,4,5,423.5,24.6,76.3,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 22:00:00,33,11,8,10,427.8,24.7,76.4,96.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 21:00:00,56,20,14,19,426.0,24.9,76.9,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 20:00:00,55,20,14,17,417.9,24.9,76.9,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 19:00:00,34,12,8,9,415.7,24.9,76.8,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 18:00:00,30,11,7,9,414.4,25.2,77.3,93.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 17:00:00,23,8,6,9,409.8,25.9,78.7,88.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 16:00:00,17,6,4,6,412.3,26.3,79.3,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 15:00:00,10,3,2,3,409.5,26.6,79.9,89.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 14:00:00,9,3,2,3,403.6,26.8,80.2,89.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 13:00:00,7,2,2,2,398.5,26.6,79.8,88.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 12:00:00,6,2,2,3,401.1,26.0,78.9,88.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 11:00:00,7,2,2,3,404.4,25.2,77.3,92.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 10:00:00,17,6,4,6,408.6,24.4,75.9,94.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 09:00:00,17,6,4,6,423.1,23.9,75.1,94.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 08:00:00,37,13,9,12,450.6,23.4,74.2,96.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 07:00:00,33,11,8,11,426.0,22.7,72.8,96.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 06:00:00,32,11,8,12,429.5,22.7,72.8,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 05:00:00,35,12,9,9,425.3,22.7,72.9,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 04:00:00,12,4,3,4,417.8,22.6,72.6,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 03:00:00,5,2,1,2,418.6,22.4,72.4,94.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 02:00:00,5,2,1,2,413.0,22.7,72.8,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 01:00:00,25,9,6,8,419.2,22.7,72.9,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-30 00:00:00,23,8,6,9,415.8,23.0,73.4,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 23:00:00,17,6,4,6,410.6,22.7,72.9,96.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 22:00:00,22,8,5,8,412.8,22.5,72.5,97.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 21:00:00,15,5,4,5,411.0,22.5,72.6,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 20:00:00,21,7,5,8,408.6,22.6,72.6,94.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 18:00:00,20,7,5,7,403.8,22.8,73.1,91.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 19:00:00,18,6,4,5,405.6,22.7,72.9,93.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 16:00:00,14,5,3,4,403.9,22.8,73.1,91.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 15:00:00,10,3,2,4,416.8,23.2,73.8,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 14:00:00,10,3,2,3,405.8,23.1,73.6,89.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 13:00:00,6,2,1,3,405.1,23.3,73.9,88.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 12:00:00,15,5,4,5,412.2,24.0,75.2,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 11:00:00,21,7,5,7,413.6,24.2,75.6,91.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 10:00:00,29,10,7,9,412.4,24.7,76.5,89.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 09:00:00,19,7,5,7,414.1,24.5,76.0,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 08:00:00,16,5,4,7,414.5,24.7,76.5,90.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 07:00:00,14,5,4,5,414.8,25.0,77.0,91.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 06:00:00,36,12,9,12,413.6,25.4,77.6,91.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 05:00:00,41,14,10,13,425.4,26.3,79.4,93.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 04:00:00,36,13,9,12,425.9,26.4,79.6,93.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 03:00:00,56,21,15,21,436.3,26.7,80.1,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 02:00:00,44,15,11,14,437.8,27.1,80.7,93.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 01:00:00,37,13,9,13,432.8,27.4,81.3,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-29 00:00:00,34,12,8,10,437.0,27.4,81.3,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 23:00:00,40,14,10,16,436.6,27.7,81.9,91.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 22:00:00,53,19,13,20,433.8,28.0,82.4,89.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 21:00:00,74,33,23,44,416.5,27.4,81.3,88.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 20:00:00,36,12,9,12,421.5,28.6,83.6,83.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 19:00:00,29,10,7,9,416.5,28.8,83.8,83.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 18:00:00,63,25,18,25,416.4,28.9,84.0,82.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 17:00:00,32,11,8,14,414.2,29.0,84.3,81.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 16:00:00,18,6,4,7,424.4,29.2,84.6,80.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 15:00:00,14,5,4,6,420.4,29.5,85.1,79.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 14:00:00,18,6,4,7,409.3,29.6,85.2,78.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 13:00:00,21,7,5,7,408.3,29.5,85.2,78.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 12:00:00,28,10,7,11,411.7,29.9,85.8,77.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 11:00:00,39,14,10,12,415.6,29.5,85.0,78.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 10:00:00,39,14,10,12,415.9,29.3,84.8,79.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 09:00:00,41,14,10,15,421.8,28.2,82.8,84.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 08:00:00,31,11,8,10,423.4,27.2,80.9,89.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 07:00:00,68,29,20,28,426.3,26.8,80.2,90.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 06:00:00,50,17,12,15,425.5,26.2,79.2,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 05:00:00,25,9,6,9,427.5,26.1,78.9,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 04:00:00,54,19,14,19,423.5,26.4,79.5,91.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 03:00:00,25,9,6,6,412.0,26.3,79.4,91.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 02:00:00,18,6,4,9,411.4,26.5,79.8,91.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 01:00:00,23,8,6,8,410.5,26.7,80.0,91.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-28 00:00:00,17,6,4,5,414.4,27.0,80.5,89.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 23:00:00,18,6,4,8,415.8,27.0,80.5,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 22:00:00,18,6,4,7,414.0,27.2,81.0,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 21:00:00,32,11,8,13,414.3,27.9,82.1,84.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 20:00:00,52,18,13,23,414.9,29.1,84.3,79.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 19:00:00,58,22,15,26,412.4,29.0,84.2,81.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 18:00:00,48,16,12,21,411.0,28.9,84.0,82.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 17:00:00,52,18,13,21,410.5,29.3,84.7,81.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 16:00:00,69,29,21,31,411.3,29.6,85.2,80.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 15:00:00,49,17,12,19,412.2,30.2,86.4,73.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 14:00:00,24,8,6,9,411.9,30.9,87.7,67.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 13:00:00,51,18,12,18,413.8,31.7,89.0,64.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 12:00:00,49,17,12,17,416.3,31.8,89.2,64.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 11:00:00,28,10,7,11,421.2,32.3,90.1,62.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 10:00:00,9,3,2,3,417.8,31.8,89.2,61.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 09:00:00,15,5,4,5,415.7,30.1,86.2,67.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 08:00:00,58,22,15,20,422.5,29.0,84.2,73.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 07:00:00,52,18,13,21,429.0,28.2,82.7,77.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 06:00:00,56,21,15,19,451.5,27.0,80.6,83.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 05:00:00,76,35,24,41,456.8,27.0,80.6,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 04:00:00,49,17,12,23,463.0,27.1,80.7,86.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 03:00:00,33,11,8,9,460.2,27.2,81.0,86.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 02:00:00,53,19,13,25,462.4,27.4,81.3,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2019-08-27 01:00:00,56,20,14,22,462.3,27.4,81.3,88.0,,,
