Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb)
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 18:00:00,93,46,32,52,408.3,23.5,74.4,80.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 17:00:00,91,45,31,50,405.9,23.9,75.0,79.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 16:00:00,81,38,27,43,403.9,24.3,75.8,72.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 15:00:00,77,35,25,41,403.1,24.7,76.5,71.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 14:00:00,76,35,24,40,403.6,24.9,76.7,72.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 13:00:00,75,33,23,38,404.1,24.9,76.8,71.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 12:00:00,75,34,24,38,403.8,25.3,77.5,73.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 11:00:00,76,34,24,35,404.6,25.4,77.8,69.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 10:00:00,73,32,23,33,404.7,25.2,77.4,69.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 09:00:00,83,39,27,42,408.9,24.2,75.6,72.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 08:00:00,130,65,47,64,437.3,22.7,72.8,79.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 07:00:00,111,56,40,55,455.8,21.4,70.5,83.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 06:00:00,103,52,37,42,463.8,21.1,69.9,83.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 05:00:00,96,48,34,43,460.0,21.4,70.5,82.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 04:00:00,113,57,40,54,453.0,21.8,71.2,81.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 03:00:00,78,36,25,35,422.8,22.4,72.4,78.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 02:00:00,84,40,28,35,426.8,22.4,72.3,79.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 01:00:00,83,39,28,38,426.0,22.7,72.8,78.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-19 00:00:00,76,35,24,32,413.3,23.2,73.7,76.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 23:00:00,88,43,30,39,413.3,23.4,74.1,76.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 22:00:00,98,49,35,49,417.3,23.5,74.2,79.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 21:00:00,85,41,29,43,410.5,23.6,74.5,80.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 20:00:00,86,41,29,46,407.0,23.7,74.7,81.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 19:00:00,84,40,28,42,406.8,23.8,74.9,81.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 18:00:00,92,45,32,43,406.5,24.2,75.6,78.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 17:00:00,107,54,38,60,405.3,24.6,76.3,77.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 16:00:00,89,43,30,47,403.8,25.2,77.4,73.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 15:00:00,93,46,32,46,403.0,25.7,78.3,69.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 14:00:00,94,47,33,45,402.2,26.4,79.4,63.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 13:00:00,104,52,37,52,402.3,26.9,80.4,66.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 12:00:00,109,54,39,52,401.0,27.2,81.0,62.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 11:00:00,95,47,33,44,400.0,26.8,80.2,61.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 10:00:00,85,41,29,53,410.8,26.8,80.2,85.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 09:00:00,78,36,25,46,408.3,27.1,80.9,86.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 08:00:00,116,58,42,59,415.6,24.9,76.8,86.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 07:00:00,156,88,65,86,436.5,20.9,69.6,89.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 06:00:00,156,87,65,84,438.4,20.4,68.6,91.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 05:00:00,154,84,62,81,450.3,20.5,68.9,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 04:00:00,153,81,60,74,441.3,21.5,70.6,89.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 03:00:00,92,45,32,53,419.6,26.0,78.8,88.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 02:00:00,122,61,44,61,426.6,24.6,76.2,88.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 01:00:00,157,89,66,87,447.6,22.2,72.0,86.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-18 00:00:00,161,99,74,106,435.5,22.7,72.8,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 23:00:00,165,109,82,117,441.5,23.2,73.8,84.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 22:00:00,172,128,97,149,449.5,23.6,74.5,83.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 21:00:00,159,96,72,101,418.8,24.1,75.4,81.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 20:00:00,153,81,60,83,411.3,24.2,75.6,81.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 19:00:00,153,81,60,79,409.3,24.3,75.8,80.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 18:00:00,153,80,59,81,405.5,24.4,75.9,79.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 17:00:00,144,72,53,72,405.1,24.7,76.4,78.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 16:00:00,139,70,51,72,409.5,25.0,77.1,76.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 15:00:00,141,71,52,72,411.7,25.4,77.8,75.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 14:00:00,140,71,52,76,402.1,25.8,78.5,73.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 13:00:00,127,64,46,67,401.6,26.3,79.3,72.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 12:00:00,133,67,48,69,404.3,26.6,79.9,72.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 11:00:00,128,64,46,63,407.8,26.4,79.6,71.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 10:00:00,143,72,53,78,415.7,25.3,77.5,78.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-01-17 09:00:00,125,63,45,66,413.4,24.6,76.3,83.4,,,
